,unique_id,review_text,rating,sentiment
766,"B0009WY5AA:""burned""_my_gums:m._j_lane","After user #1 I was REALLY impressed.  My teeth were noticeably whiter--almost gleaming.  After use number two I noticed a bit more whitening but not as dramatic.  On use # 3 I felt some discomfort after putting the trays in.  After about 1/2 hour it was really starting to hurt and I thought something must be wrong so I took them out.  My gums were bleached white!I was really freaked out by this but for the most part it did subside after about 1/2 an hour.  However, there was some lingering damage done that, while not severe, is annoying (there is still a slight bit of bleeding).  I have perfectly healthy gums so I was surprised by this...the third tray did some fairly serious damage to otherwise healthy gums.My advice, if it hurts at all that is not normal and you should take them out",2.0,negative
767,"B00076ZPIO:great_concept_and_a_great_product:louis_paone_""drlgp""","I have used the older model Sonicare toothbrush for several years and was very happy with the results.  Your gums feel great and your teeth are really cleaned well.  So, I decided to update and purchased the I8300.  Once you get used to it (a little bulky) I don't think there is another toothbrush that can compare to it.  The concept of having toothpaste guided by you on your teeth and gums with just the push of a button is great. Afer using it for just once, you think your teeth and gums were cleaned by a professional. This is one great toothbrush and I highly recommend it, especially for people who have gum problems.There is one drawback, the toothpaste refills are only made by Crest.  But, you don't have to use the refills and can just put your own brand on the toothbrush. Overall, a great product",5.0,positive
768,"B000C1ZDTU:i_love_this_scent!:t._chisman_""sporadic_shopper""","I really like this scent. It's light and feminine. Also, I like the price. You get a pretty big bottle for the price.",5.0,positive
769,B000050FE0:great-easy_to__use-reliable:m._putney,"It cost a little more, but it's worth it.  It keeps the last 5 temperatures so you can compare",5.0,positive
770,"B000FEKMQI:refill_wax:ld_""ld""",Very Happy with the purchace...All the nurses and that for Mom take their turns with it also..,5.0,positive
771,278393,"The cutest keepsake box. Has a flip-top lid which perfectly fits the matching record book, and has two drawers below that, one of which is divided into sections for smaller keepsakes. The bottom drawer is a good size to store the matching photo album too. On the lid is a frame for you to place a picture of your little one, that says ""Thank Heaven for Little Girls"" all around the frame. An excellent value, and it's very sturdy",5.0,positive
772,B00006K14U:deep_cleaning_face_scrub:groovy_1,This is the best stuff!  My boyfriend has VERY sensitive skin & my own is normal.  This product does beautifully on both.  I recommend this to everyone I can.  Buy it; you won't be disappointed,5.0,positive
773,B0006I8GUC:everyone_asks_me_about_it:k._toktamis,These glasses are time-savers; I do not need to chase after my reading glasses anymore and shifting is much more easier than any other hanging-around-the-neck ones.I can't count the number of people who asked me how/where to get one. It makes a great gift to anyone who needs reading glasses too,5.0,positive
774,"B00005A443:light_bulb_burns_out_quickly:julestim_""julestim""","I purchased this because it was so cute, and had the Conair name.  Within 6 weeks, the bulb blew out, and I started looking for a replacement.  Ive been to all the local places, and everyplace I could find online.  In an obscure place I found the bulb with the right voltage but not the right wattage.  The only place I could get the correct bulb was on the conair website -- but they make you buy 10 bulbs, then charge $9.00 for handling.  The cost is more than just buying a new mirror!  a rip off",1.0,negative
775,B00069TT66:no_more_neck_pain:ladynuca,"I was suffering from intense neck and shoulder pain before I started using this pillow.  When I started sleeping on it a couple of months ago, the pain was gone after the first night, and it hasn't come back since then.  It supports my neck perfectly.  I highly recommend",5.0,positive
776,"B00005B70C:remington_r-845_:dayton_lawton_""skillz""","I have heard all the hype surrounding Remington and their shaving products but I have always stayed away because of the price. In this case I made a gamble, satisfied with the price, I decided to test it. The hype associated with this brand is well worth it, they clearly know how to make an electric shaver. It contours to my face and gives me the ""closest"" shave I have ever had. It takes a little time to get used to the closeness but your face certainly feels and looks different. You can spend a little more $ and get a more sophisticated model but this model works fine for me. Stick with this brand there's nothing like it",4.0,positive
777,B000FED5D0:good_product_but_could_have_been_be_better:gaurav_khillon,I love the power and design but sometimes the comb level changer gets stuck and it is annoying to fix it. Overall - Recommended,4.0,positive
778,576077,"I saw this a few days ago it The Source by Circuit City... definitley worth the money! It repairs scratches and saved all of the DVDs that I used it on. So there's no other repair kit... buy it today, If you see it",5.0,positive
779,268718,"I purchased several of them and it is burn free rash free, and easy to apply you do not have to use your fingers etc to apply it, and one sticks LASTS AND LASTS.  It really makes shaving a joy, and not a chore, I just love using it and you will too.  It is by far the BEST of the BEST pre-shave product on the market",5.0,positive
780,B000FKHWK6:moisturize:d._fitzgerald,The moisturizers in this product perform better than most of the other competitive brands,4.0,positive
781,B0007VNZPY:not_impressed:ncdave,"I received this reacher as a gift when I broke my ankle and could not reach things very well.  I find it very awkward to use and it feels clumsy. The very tip of the pick up part does not meet when you close the jaws, making it impossible to pick up very small items. It does not have a locking feature which is helpful sometimes. I purchased a ""Pik Stik"" which I find to be far superior. It has a gun type grip and it has the locking feature. It is strong with an aluminum shaft and the jaws grip well including the tips which close and allow small items to be picked up. It also comes in several lengths to suit your particular needs. The jaws can be rotated and locked increasing it's usefulness. The Pic Stik is also less expensive. I do NOT recommend the Medline reacher. Go for the Pic Stik and you'll be much happier with your choice",2.0,negative
782,B0000AKADC:a_great_shaver:fanny_price,"I bought this for my husband, and he has really enjoyed it. It provides a smooth transition from shaving with a blade, and is easy on the face.  Fully charged, it lasts about a week, and is not bulky or inconvenient to leave out while charging.  His favorite feature is that he can choose how close it will shave. It's also very easy to clean and easy to take on trips",4.0,positive
783,B00092M2WS:hairdryer:denise_hernandez,"I really like this product because it's lightweight, it has 3 different temp. settings, and really generates a lot of heat.  I would definitely recommend it",5.0,positive
784,B0006VJ6TO:best_massage_tool_i_have_ever_used!:p._nash,This is the best self massage tool I have used. The thing actually works. I have had back pain for years and this tool lets me work on my self and I don't need to see the chiropractor or massage therapist all the time.,5.0,positive
785,"B00006WNQ9:panasonia_es_3040:david_j._rose_""retired_dentist""",Had one for the last 2 years until I tore the screen. This is the best shaver I have ever used. Shaves fast and clean.Its cheap enough that I will buy another one rather than replace the screen.Don't like the charger as it is too easy to knock the shaver off of it,4.0,positive
786,"B0007PHH1I:highly_displeased:foy_e._thomas_iii_""flotown79@yahoo.com""","This is maybe the worst item that I have ever purchased in my life.  The size is totally wrong. Sock, no maybe a half of a sock may fit on the press.  I am totally displeased.  Ad totally misleading!!!!!! I would rate this product 0!!!!!",1.0,negative
787,447395,"The Cherry Covered Choccolate Luna Bars are quite tasty. Chances are, if you're eating a chocolate cherry nutrition bar, you  need a little enticement to eat healthy. Like all these bars you do get sick of the same flavor day after day. I recommend alternating between these and another bar that's not so sweet (kashi trail mix bars are perfect). That helps me stick to the bars instead of hitting up the zillion calorie pastries at the corner coffee shop",4.0,positive
788,356623,"Be sure to measure your arm before purchasing... it's annoying to receive the unit with the Standard Adult Arm Cuff (fits arms 9 to 13 inches around) and find out I have to order a larger arm cuff!Don't bother calling Omron ""Customer Service"" at 1-800-634-4350... just a typical big company voice mail hell! It even tells you to call another number to order the piece...My 1 Star rating is only for the ordering information not provided and Omrons ""customer service",1.0,negative
789,"B0000VC1WE:panasonic_wes9006pc_replacement_inner_blade_and_outer_foil_combination_for_pro_curve_linear_shavers:bonnie_g._brooks_""brooks_gallery""",Good razor but blades don't last long enough and are expensive,5.0,positive
790,B000FKJLQO:the_only_vitamin_pills_i_will_take:michael_murphy,"These vitamins are very small and nicely coated, there's very little of the 'vitamin aftertaste' that i get with other supplements.  Nothing fancy, just the basics",5.0,positive
791,"B0001HYLR0:great_replacement_heads:bcd_""bcd""",I have been using the Norelco 7775X for about a year and three months now and it is a great product.  When it came time to get replacement blades I could not find them anywhere so I looked on Amazon and sure enough they had some.  I think the price is good and they work in my razor perfectly.  I would recommend them to anyone who needs them,5.0,positive
792,B0001HYKBC:great_shave:biker_freak,"I received this for Christmas from my Amazon Wishlist. I wanted to give it a couple of months of use before reviewing.I was a long time user of Norelco shavers, but switched to a blade since I couldn't get a close enough shave. Now that the whiskers are mostly gray, you can't tell for a few days if I shaved or not, so closeness is no longer an issue. I typically use this shaver in the shower, and have noticed that if you wash your face first, it takes more of the Cool Skin creme to give a smooth, close shave. Just a hint, guys. For the most part this shaver does a good job of getting around the wrinkles, dimples and Adam's apple cleanly with very little drag. My only complaint is that the trimmer head is a separate attachment and that makes it difficult to trim the 'stash & sideburns while showering. Small complaint that doesn't remove any ratings stars. All in all a great shaver",5.0,positive
793,"B00006SKLW:the_whole_truth:s._a._leathers_""cubs_fan""","I wanted a scale that didn't wiggle when I got on.  Even if it told the truth.  Although it's twice as big as any other I've owned, and I have to stand it on its side in my small bathroom, I'm still assured of ""just the facts, m'am"" when I step on it, so much so that I am finally making use of my health club membership.  Try it, you'll like it, even if you don't like what it tells you",5.0,positive
794,B000FKHSAK:excellent_:->:little_miss_cutey,"Cetaphil make a great line of products.  Almost everyone can use them, because there is no fragrance, colour or anything else to irritate your skin.  This cleanser is no exception.It's actually got no real fragrance, but you can smell the natural smell from all the neutral ingrediants in it.  It feels nice going on the skin, but if you have heavy make-up on, it's not the best remover.  You should probably use this either only in the morning before applying make-up, or if you use a non-heavy make-up.  I use this often - I love how my skin doesn't feel tight or dry after using it and I lent it to a friend one time who has very sensitive skin, and she had no problems.  Give it a try.  It makes a cheap alternative to expensive cleansers that do either the same job or a less superior job.  This is great",5.0,positive
795,"B000245WCU:great_product!:steve_wayne_""puzlbox""","No drips/leaks. EZ to clean. Has a ""wagon wheel"" like clump breaker that actually works. Drinking from the cup is made easier with the pop up air intake... kind of like the air intake on a gas can. You drink from the cup... not suck because of the air intake. Great product... great price",5.0,positive
796,B000EMDKO2:coconut_heaven:eclectic_shopper,I love this shampoo. It has a great lather and smells like the beach.  It is very moisturizing so it is sure not to dry your hair out. It's great for highlighted hair.,5.0,positive
797,B0009V1YPK:great_scale!:tena,I love this scale.  It is easy to use and keep track of your weight.  It feels study when you step on it and I like that.  I don't like to step on a scale and feel like I am going to break it!,5.0,positive
798,B0000E2PC8:fabulous_scale:kevin_r._johanson,I purchased this scale slightly over a year ago.  Stays accurate and works well.  Highly recommended,5.0,positive
799,B0000DBNER:not_impressed:brosia,"I was just given this set- new- and was impressed by the reviews. I'm not sure if it's just my hair, but these do little more than a roller hair brush and dryer. I figured I needed to work out the kinks and give it another try. Again same look and that's all the curl I have after 20 minutes. Concept is good- just doesn't work on my fine, full head of hair. If you want curl stick to the hot rollers.",1.0,negative
800,"B00014IHKA:great_product:s._harris_""nosenbook""",I was referred to this product by an acupuncturist and tried it.  I really like it.  The taste is very palatable for a liquid vitamin.  Therefore I take it and it doesn't just sit in the fridge until it gets old and I throw it out.  This is my 3rd large bottle and I plan to keep it up.  I'm very pleased with the result.,5.0,positive
801,198462,"These bars are supposed to be for Women because they are lower cal and have more calcium.  I think there are other factors as well.  Men are usually affraid of products like vitamins for women stangely enough, but they say that they need calcium and protein too.  I really like the key lime flavor it is great.  I like lemon also and the chi tea.  I like those flavors because they are light tasting and I do not always have to have chocolate the way some people do.  The lime reminds me of the florida keys.  These are really better than the original cliff bars and when they came out I did not eat another man ciff bar.  I used to eat one of these for breakfast everyday with a soy milk when I had a busy life.  Thankfully my life has slowed down now.  It is good grab and go food",5.0,positive
802,"B0009OAHEG:i_will_never_use_""grease""_again:a._jones","I am a Black woman and just put a relaxer on my hair for the first time in almost a year and a half.  I bought the Humectant pomade for the first time and have been using it regularly along w/the Aveda Universal styling cream.  I LOVE both products.  I have been using the pomade on my hair in place of oils.  I really like the fact that one of the primary ingredients is water so it's very moisturizing and easily absorbed into the hair where oil just sits on top of the hair.  I use it on my ends before I flat iron in the morning and use a little bit on my hair when I wrap it at night.  It rinses right off my hands w/water.  I'm done using ""grease""",5.0,positive
803,B00076SA04:surprisingly_great_product:r._pfister,"I am so pleased with this product.  My glasses are cleaner than ever before, and the device is simply and functionally designed",5.0,positive
804,425614,"This is a very good shaver for the private area.  However, the key to getting the best results is to trim the longer hairs with scissors or the largest guard first.  This will keep the shaver from pulling on the longer hairs and will enable the foil part of the shaver to work.  The foil will not be able to do its job if the hairs are too long.The only problem I had with the shaver was that it did not enable me to shave my back like it claimed.  However, I use the 'mangroomer' back shaver for this and it is perfect for you to shave off all your back hair easily with its elongated handle.  it is a great product as well.Therefore, I would have to say these two products coupled together seem to cover all the bases for men's grooming on the body.  I would highly recommend both of them for perfect manscaping results",4.0,positive
805,B000BUUVTO:doesn't_provoke_folliculitis!:s._moore,"If you suffer from folliculitis, this may just be the razor you were waiting for! I tried the Mach 3 a few different times over the years but all it would take was just one shave and, boom!, my face would break out with folliculitis. Although Gillette claims the Mach 3 reduces irritation, I always found it super irritating. Two things seem different about the Fusion. The closer spacing of the blades seems genuinely to reduce the irritation I found in the Mach 3. The Mach 3 always seemed to dig into my face and scrape away layers of skin. Not so with the Fusion! Second, it seems to me that the way that the Fusion shaver cartridge is mounted to the handle makes for a better angle of shave. I haven't noticed that Gillette makes any claim that the way the Fusion's blade is mounted is any different from the Mach 3, but still, I think it is slightly different. I always felt like the leading edge of the Mach 3 shaver cartridge had too sharp an angle against my skin. It seems like the Fusion avoids this by mounting the ""hinge"" farther back on the shaving cartridge. Thus, the rubber fins in front of the blades makes the cartridge ride more level or flat over the face. Truly an improvement however it was achieved! Also, before I used the Fusion, I thought five blades were a little ridiculous. I figured you could never get close in front of the ears, under the nose, etc. However, I have found that five blades aren't ridiculous. The special trimmer blade is nice but I find I don't hardly need it. I can get into close spaces generally without it.In the end, I have used the Fusion and enjoyed a totally comfortable shave! No folliculitis outbreaks resulted from my use of it! I really like the razor",5.0,positive
806,B000BDG84S:good_performer:af,"I have used the unit for about two weeks, with NiMH rechargable batteries installed, and it performs as advertised. There is, in my opinion, a design flaw: the Start/Stop button acts as the power on{off function, and is easily depressed at unwanted times, e.g. putting into or removing from the case.  They could/should have included an AC adapter",4.0,positive
807,"B0008ENT9C:rough_skin_-_gone!:rupal_srivastava_""rups""","Whaow! I bought this product based on reviews on Amazon. No other site had reviews about this product and I was skeptical about buying it. But what a surprise! Its an awesome piece of work. I used it with just 2 batteries on the level 1 and it worked so good. I cleaned my  rugged heels in exactly 10 minutes. Quick tip: Like normal pedicure, soak your feet in warm water with liquid soap / shampoo for 5-7 minutes, dry them and then use the machine.  I am so thrilled with this Jerdon Pedismooth that now I am gonna use the Jerdon Manicure kit too. I got that also on Amazon. I am sure it will be as great.Kiss roughness goodbye",5.0,positive
808,398314,"I bought it new. After using this shaver a couple of times in a shower, it stopped working. I took it to a Braun affiliated repair shop. Braun wrote that the shaver has water damage to the interior, including the electronics. They said this is NOT a manufacturing defect and left the costs of repair to me. I checked the manual before I used the shaver in the shower - it does not say that you cannot use it in a shower. I have not opened the shaver, I have not cleaned it in water. Thus, based on my experience, this shaver and Braun are a scam as far as I am concerned",1.0,negative
809,B00027DMI8:really_works_amazingly_well:b._anderson,"I must say that I was skeptical about this, but for the low price versus department store cosmetics, figured it was worth a try.  Amazingly, it really works quite well and MY WIFE LOVES IT!After a few weeks, people were commenting that she looked less tired, asked if she had lost weight, been exercising or on vacation.  Since it works gradually over a few weeks, you notice a bit of difference yourself, but the people who don't see you that often really notice a dramatic change.  Smaller wrinkles are smoothed out and disappear completely, while large ones get smaller.It won't make a 69 year old look 20, but definitely takes off a decade of wear and tear",5.0,positive
810,539927,I use this product on my son and my wife & I just love it.  we will no buy any othe product but this one.  Unless we run out without placing the order..... but it's easy enough for him to pull it down then pull it  back up when he's finished.   very convenient,5.0,positive
811,"B000BUUVTE:all_is_not_well_in_fusion_land:marcel_desaulniers_""goganache""","Gillette has a quality control problem with the blades.  This is a recent problem, but it nonetheless has caused me to swithch to Schick disposable razors.  The Gillette problem has to do with the blue strip on the razor face.  The blue strip degrades after only a few shaves, and then it actually leaves a blue residue on your face.",1.0,negative
812,"B00022WA9K:not_for_my_fine,_straight_hair:t._denman","Thought this would save time and be easier than a blow dryer and round brush, but no. My hair is long-ish and kind of fine/straight. The brushes would not grab the hair enough like my regular round hair brush. So, I couldn't get the  full volume results I wanted. I can see how those with thick or wavy hair would fare better. It is very loud though. I returned mine",1.0,negative
813,"B0009DT3A6:a_great_electric_shaver:david_a._ezra_""davidhi""","I have been a Norelco user for several years and this was my first Panasonic.  In my opinion this blows away the Norelco triple head for comfort and closeness. It is easy to clean, keeps a charge, and gives a great shave. Look, no electric razor is going to give you as close a shave as a blade but this Panasonic comes as close as any electric razor I have ever used.  It is a real winner at a very reasonable price",5.0,positive
814,B0009OAHWI:can_i_give_this_10_stars?:carrie_purkerson,"I took a huge gamble when I ordered this perfume.  First, I had never smelled it before.  Second, it's not exactly cheap.  So when I received it in the mail, I was completely surprised--and amazed.  This is quite possibly the best perfume I have ever smelled, and definitely the best I have ever owned.  It's completely unique and sophisticated, without smelling too mature.  I just can't get enough",5.0,positive
815,37796,"IT WASN'T THE EXACT ONE I THOUGHT I ORDERED, WHEN I USE IT, IF IT'S AS GOOD OK",4.0,positive
816,B000FKJS6C:the_worst_i've_taken:j._l_schreiber,"I got this product to help me sleep and it did NOT work for me.  I used to take some pain killer/sleep aid made by Members Mark and that worked great, but I no longer need the pain killer.  I bought this and have tried it 3 times now, and I can't quite explain it but it did not make me tired.  It made me feel relaxed and more of a false tired, plus it made my sleepless leg syndrome act up all three times I used it.  Not only did it not make me drowsy, I couldn't sleep and I woke up several times during the night.  I think I would have done better without it.  But everyone reacts to drugs differently, so try at your own risk",1.0,negative
817,"B000FKJKIS:great_for_dry_skin_--_but_not_great_for_those_prone_to_acne:claresmom_""claresmom""","I've used all versions of Dove soaps successfully for years, but ""successful"" for *me* means not using it on my face *ever* & not using it on my chest or back during the summer, when those areas of my skin become oilier than in cooler weather & more prone to break-outs.However, this soap *is* very moisturizing to the skin & I love using it in the shower during the winter. My daughter, who has dry skin year-round, uses it successfully year-round & it keeps *her* skin smooth & soft. It is so mild compared to most commerical bar soaps, in fact, that my pediatrician recommended using it as my daughter's bath soap when she was still an infant.However, if your skin is at all prone to breakouts, use something else for your face & any other susceptible areas. Although the claim is that each bar contains ""1/4 cup of moisturizing lotion,"" in fact, the moisturizing components are derived principally from animal tallow (sodium tallowate), & coconuts (Sodium Cocoyl Isethionate, Coconut Acid, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate), both of which can aggravate or trigger breakouts & blackheads in those susceptible to acne (see ""Don't Go to the Cosmetics Counter without Me"" by Paula Begoun). It also contains both fragrance and coloring agents, which also causes allergic reactions on some people.Read. The. Label. Forewarned is forearmed!!",4.0,positive
818,381735,"One lancet, three drops of blood.... it's as easy as that. The test results are accurate and prompt. What a wonderful test!",5.0,positive
819,600706,UsefulEasy to useGood priceI would recommend this product,5.0,positive
820,B00013Z0Q0:very_good_fiber:jarek,"This is one of the best fiber supplements on the market. Not only does it include both soluble and insoluble fiber, it also includes beneficial probiotic bacteria and on top of that tastes great. Each scoop of Super Seed contains 7g of fiber from whole foods like flax seed, chia seed and legumes. On top of that, since it's a whole food fiber, it also adds nutrition to whatever you mix it with in the form of protein, vitamins, minerals and beneficial fats from the flax seeds(omega 3). The best part about this is that it doesn't contain Psyllium which is the 'in' fiber these days but a lot of people find that it's too harsh on the stomach and can cause constipation easily if not taken with a lot of fluids. Super Seed is much gentler than your average fiber supplement and tastes great with anything. My favorite way to use it is to add half a scoop to Lifeway's plain kefir. It tastes great and is very healthy for me too. As with any fiber supplement, make sure to drink 6-10 glasses of water a day.",5.0,positive
821,B00009OL68:great:thomas_l._frontino,This product works wonders on the mouth. I bought it primarily to use as a sinus washing tool but the atachment has yet to arive. If you have allergies or problems with sinus infections if you just put in a little salt to the warm water and pump it through your sinuses using the sinus atatchment they work wonderfuly to clean out your nose. Stuffy to breathing clear in minutes. It's also great to clean out your teeth instead of using floss as it is more fun than floss,5.0,positive
822,B00099YLKW:never_recieved_the_item_-_its_6_weeks_after_i_ordered:s._gholba,Please verify with Amazon if they will ship your product. I ordered mine 6 weeks back and I havent recieved it till now..I wonder when they will send me the same,1.0,negative
823,"B000EFFUXI:smart_idea:j._a._schuyler_""proverbs_31""","I have had such a time with my girls using too much toilet paper.  We were going through a roll a day!  This product was such a smart idea, I wish I had come up with it.  Now they know exactly how much they are allowed to have.  They like it too - no more hounding from mom.  Aren't there more important things to worry about",4.0,positive
824,B000GTPS7U:really_does_shave_well!:kirsten,This works better than any other women's shaver I've ever used.  It does give a close shave without irritating the skin,5.0,positive
825,"B00012NK2C:best_i've_found,_all_around:j._sloan","I really like the TwinLab Amino Fuel for a quick and convenient protein boost, and prefer it over any of the competing products I've seen, for two reasons: The taste, which reminds me of orange-juice concentrate and honey, is very easy on the palate. Competing products tend to have overpowering, sickly sweet or gamy flavors which are hard to swallow after awhile. The amount of amino acids per serving is much higher than most, for a greater net gain for less consumed",5.0,positive
826,B000EGSUQ6:gained_5lbs!!!!:jin_lee,"I have bought this product and i have gained 5lbs. It didnt worked on me. I guess you just have to try the product. I just ordered hoodoba, on amazon and hoping that will work. Hoodoba has good ratings",2.0,negative
827,B000FN3MLQ:don't_buy_this_bottle!!!:mginfinity,"So I bought two of these bottles, got them home, and discovered the first time I used them that every time you take a sip of water, they SQUEAL like a drowning mouse. It was unbelievably embarassing. The store refused to take them back, so I contacted the company directly...and ended up in a back-and-forth email exchange with an extremely rude person in customer servide who insisted I was WRONG, that the bottles didn't squeal and I was just using them incorrectly. She offered to replace the caps after I wrote back and explained that it was a WATER BOTTLE, for God's sake, ""using"" it wasn't exactly rocket science. BUT she'd only replace them AT MY EXPENSE, which after shipping worked out to be almost what the bottles originally cost. DO NOT BUY THESE BOTTLES! Try one of the fine products at Gaiam or  New Wave Enviro",1.0,negative
828,B00005A44K:very_pleased:,"I ordered this product hoping after that after weeks of therapy I could continue with both the heat and massage at home that I received in therapy. Your product not only gives me the relief I need but is all I had hope for when I ordered it. It's perfect and the long electrical wire allows me to move about my kitchen, work at my PC while using it. It's also  very quite. I'm very pleased",5.0,positive
829,B000C9NMQI:excellent_laundry_detergent:j._kingsland,"This detergent does a great job of cleaning, and doesn't leave any noticeable 'scent' behind.  I've tried several other brands, and this seems to be the best so far",5.0,positive
830,"B000EWNWBS:look_perfect.:zhu_weiji_""weiji_zhu""",I am traveling from china for training. I purchase this pen for may Mother-in-law. She is a teacher. The stuff looks very beatiful. I like it.,5.0,positive
831,"B0000C88FJ:close_shave:joy_burgess_""4evrjoy""","I bought this for my husband as a gift, he really likes how close it shaves, but says it definately takes a couple of weeks for your skin to get used to it as it is REALLY sharp",4.0,positive
832,"B000FKGRXO:green_tea_fat_burner_:c._bradford_""cb""","I rate (Green tea Fat Burner) 5 star. because I bot another called Lipoxinol 70.00) and I bot another one called   (Green tea fat furner) and it was better in quality wise and its only 14.99 at Costco.Lipoxinol is very good as well but more expesive . bot off amazon.it sais its ( made canada) derctions say to take 4 pills in AM & 4pills  PM. and man there great.the (green tea fat burners)  in comparison dictions say take 2 pillsAM & 2pills PM. I over rall I think  (green tea fat burner) makes me a little bit more hyper. the more hyper the more stuff I do ,that means the more excerise I get,,,,,  You will see Lipoxinal on amazon. its 4 star, this one has less rating for some reason ,not many people said much about it, wierd ,Americans like to pay more money when ,this one can work just as great, not all work tho, but like I said this one was great for me in wise, I bot both,dont go off telling every one u are taking weight loss pills because people will get worryed, like theres no problem ,people drink Coffee every day of there life, I told my mom and she thot I was crazy, but what dose my mom know, she never tryed weight loss pills, I tryed ntoher one from the natral food store call Mini skiny fat burner and I felt like I just shot my self with cocane, so be carfull ,earbs have been used for thousand of years and can make u drug crazy,",5.0,positive
833,B000FHD0NC:pretty_good:carter's_mommy,"These pampers are pretty good, I found out that some diaper brands work better on boys and some brands work better on girls. I have a little boy and I like the Pampers because they have a Little more padding in the front of the diaper and I close the tapes lower down on the diaper waist line and I have no leaks. The only thing with these diapers that i didnt like was that they left some gel on My baby's skin.",4.0,positive
834,376429,"This BP monitor is a Godsend for my Mom, who has arthritis in her hands and can't use the pump type machines.  She is very happy with it.  Very fast shipping and a great buy",5.0,positive
835,B00005B6ZS:great_for_travel:bb,Just purchased these hot curlers for trip to Europe and they are the best!  The unit is compact and just the right thing for quick curls while on the tourist trek.  The curlers heat up almost instantly (90 seconds) and the curls are great.  Just put the curlers back for a reheat and curl the rest of your hair.  I had no problems with clips staying on.  This is a great product,5.0,positive
836,B0006I8GVG:excellent:heidi_hughett,"I had seen these clics years ago in sunglasses and thought they were great, now I found them in reading glasses and they are great.  My work occationally has me looking at things sideways and my glasses use to fly off my face.  Now they stay put and I can see what I am doing, great!  Fashion wise people laugh at me, but do think that they are functional",4.0,positive
837,"B0009IK198:great_shaver:t_""tom""",Bought this as a replacement for an earlier rechargeable Braun.  Fantastic.  Very close shave.  3 weeks on one charge!,5.0,positive
838,"B000FKJLQO:awesome_awesome:k.s._""pippo5""",I love this vitamin.  Its the only one I can take since I cant swallow regular size vitamins.  I hope this product never goes off the market,5.0,positive
839,B00007E848:pur_small_pitcher_filters:marc_m._ponzio,"I have had a PUR water pitcher for about 6-7 years now.  It's a good filter, the water tastes fine.  I was a bit worried when I bought these filters that maybe my old pitcher wouldn't fit the newest filters, but everything worked well.  I would recommend the PUR water filter pitcher to anyone.",5.0,positive
840,B000FKJLRS:hangover_cure_you've_sought_your_entire_life.:s._ferguson,Alka-Seltzer got it right and in a big way. Drink this and 20 minutes later your headache is gone and your stomach is settled so you can motor down to the local taco stand for some much needed nourishment. I prefer the regular flavor as opposed to the citrus.,5.0,positive
841,B000HVW96A:eyebryten:m._christie-campbell,"After three weeks of use, I think that I can detect a lightening under my eyes",4.0,positive
842,"B000BYM8W8:a_must_if_you_own_cats:r._serna_""brown_grad_and_mama""","I have owned this for the past two months, and I use it every day.  It has cut my cleaning time in fractions.  When I first received it, it was easy to take out of the box and assemble - no more than 60 seconds - literally.  It came with batteries and required a night of charging before the first use.I live with two small children - one of them an infant who crawls about - and four house cats.  We have hardwood floors.  I used to have to broom sweep at least once or twice a day to keep up with the dust and shedding of cat hair, which often took me fifteen minutes, and then I would have to ""dust"" the floor with a Swiffer cloth to pick up the light hairs and dust bunnies that easily floated away.  With this Swiffer, I can quickly go through two rooms and a hallway in 5 minutes because the appliance picks up particles like tracked cat litter and dirt, and the attached Swiffer cloth electrostatically traps the hair and fur.  Then, I just remove the dust container and empty it in the garbage can.  THE BEST PART:  my six-year-old daughter likes it so much because it is light and easy to use, so she now does the cleaning half the time for me without asking!  I love it!This is a true replacement to the traditional broom and dustpan (unless you need to sweep up larger items like broken glass or chunks of mud), meaning that, just like a dustpan, you empty it out after every use.  But it is just as easy to empty out and does the job much quicker and better.  I love how it gives me more time for other things",5.0,positive
843,B000IOI4CY:love_it:christine_mittman,It's fantastic. I use it with the chi flat iron spray and my hair is straight with no damage. Best flat iron I've used.,5.0,positive
844,"B00009KGGI:sadistic_instrument_of_pain:ray_gomez_""rg""","My wife got one of these and typically decided to try it out giving me a pedicure. I have since learned to dread the sound of that whinning motor even more than a dentist's drill. Unless you keep it in continous motion and a at a PERFECT angle, the rapid rotation causes friction which burns your nail (and or skin) and causes intense, sharp pain. You might as well run to your tool box and put an electric drill or dremmel with a sanding disk on your hands and feet.Do not throw away your money on this thing unless you plan to use it for filing plastic or anything not atttached to a human being.",1.0,negative
845,B0006TIDTU:wonderful!!:korando,"I noticed a tremendous difference in my skin and scalp the very first time I installed this shower filter!  My itchy scalp was not itchy any more.  I figured I had an itchy scalp due to the shampoo that I had been using, although I switched between several good quality shampoos.  This shower filter was what made a difference!  Definitely try it",5.0,positive
846,B000GIQT06:too_strong:c._beasley,"I'm a fan of the line, I love the chocolate, but this vanilla was too fake tasting and too strong tasting.  Vanilla should be subtle, this was more like taking a shot of extract.",2.0,negative
847,331304,"My son likes the taste and I like what's in it!  This is a great snack to help school kids make it to lunch.  Organic inputs, no hydrogenated fats and healthier sweetners make this a better choice for kids.",4.0,positive
